Customer ID,Total_Orders,Total_Profit,Sales,Avg_Discount,Segment,Region,Furniture_Profit,Technology_Profit,Office_Supplies_Profit,Multi_Category,First_Category,has_furniture,has_technology,has_office,Customer_Group
AC-10615,18,298.8273,2537.6859999999997,0.1111111111111111,Corporate,East,130.6982,160.99009999999998,7.138999999999997,3,Furniture,1,1,1,All Three
AC-10660,6,-28.700399999999995,657.316,0.18333333333333335,Consumer,Central,-7.8588,-7.537199999999999,-13.304399999999998,0,Furniture,0,0,0,Other
AD-10180,12,1869.9294,6106.88,0.05833333333333333,Home Office,Central,247.7298,1450.4798,171.71980000000002,3,Office Supplies,1,1,1,All Three
AF-10870,16,317.9712,2052.908,0.2,Consumer,Central,-73.1888,188.2242,202.9358,2,Office Supplies,0,1,1,Other
AF-10885,7,-163.1175,861.565,0.2571428571428572,Consumer,South,-139.2345,23.4416,-47.3246,1,Furniture,0,1,0,Other
AG-10270,14,732.7399,2582.898,0.014285714285714287,Consumer,West,389.06840000000005,50.284099999999995,293.3874,3,Furniture,1,1,1,All Three
AG-10300,5,59.288399999999996,367.548,0.08,Corporate,West,43.513,0.0,15.775400000000001,2,Office Supplies,1,0,1,Furniture + Office Supplies
AG-10330,9,-5.137100000000006,660.972,0.23333333333333334,Consumer,West,-135.087,58.161199999999994,71.78869999999999,2,Technology,0,1,1,Other
AG-10390,8,69.2784,200.945,0.22499999999999998,Consumer,East,8.2992,0.0,60.9792,2,Office Supplies,1,0,1,Furniture + Office Supplies
AG-10495,21,295.6668,2356.855,0.20476190476190476,Corporate,East,45.194100000000006,-5.3644,255.8371,2,Furniture,1,0,1,Furniture + Office Supplies
AG-10525,9,-152.7613,1455.038,0.15555555555555556,Corporate,South,-120.294,-82.7725,50.3052,1,Office Supplies,0,0,1,Other
AG-10675,15,-246.42570000000003,3489.0396000000005,0.16133333333333333,Consumer,Central,-316.9474,3.982,66.5397,2,Furniture,0,1,1,Other
AG-10765,5,-8.431000000000001,170.584,0.45999999999999996,Home Office,East,0.0,0.0,-8.431000000000001,0,Office Supplies,0,0,0,Other
AG-10900,21,343.6824,4510.797,0.16666666666666666,Consumer,West,67.50420000000001,149.2488,126.9294,3,Office Supplies,1,1,1,All Three
AH-10030,11,365.2152,1744.7,0.09090909090909091,Corporate,East,58.99719999999999,86.6421,219.5759,3,Office Supplies,1,1,1,All Three
AH-10075,20,281.189,3250.337,0.135,Corporate,East,-40.71540000000002,-6.21,328.11440000000005,1,Furniture,0,0,1,Other
AH-10120,16,-2.3145999999999773,1735.5140000000001,0.23750000000000002,Home Office,West,-290.12859999999995,-6.438699999999999,294.2527,1,Office Supplies,0,0,1,Other
AH-10195,8,-378.5509,1587.452,0.35,Corporate,South,-12.5528,0.0,-365.9981,0,Office Supplies,0,0,0,Other
AH-10210,13,1308.5546,4805.344,0.09230769230769233,Consumer,West,0.0,351.1846,957.37,2,Office Supplies,0,1,1,Other
AH-10465,8,-196.12009999999998,2495.3916,0.14,Consumer,East,-439.31759999999997,219.6525,23.544999999999998,2,Office Supplies,0,1,1,Other
AH-10585,5,83.96300000000001,738.504,0.12000000000000002,Consumer,Central,27.12,38.396,18.447,3,Technology,1,1,1,All Three
AH-10690,23,1298.0166,7888.294,0.21739130434782608,Corporate,East,336.22959999999995,828.5314000000001,133.25560000000002,3,Technology,1,1,1,All Three
AI-10855,18,867.7271000000001,4375.786,0.07222222222222223,Consumer,East,263.3446,166.3534,438.0291,3,Office Supplies,1,1,1,All Three
AJ-10780,15,150.71300000000005,4867.344,0.08666666666666667,Corporate,South,-689.6546,18.8937,821.4739000000001,2,Office Supplies,0,1,1,Other
AJ-10795,21,1158.7064,4501.391,0.08333333333333333,Corporate,South,610.7692,354.70200000000006,193.2352,3,Furniture,1,1,1,All Three
AJ-10945,10,521.1351999999999,1839.24,0.04,Consumer,South,33.2156,106.2264,381.6932,3,Office Supplies,1,1,1,All Three
AJ-10960,5,60.4265,629.2479999999999,0.04,Consumer,East,0.0,0.0,60.4265,1,Office Supplies,0,0,1,Other
AM-10360,12,194.9878,814.012,0.125,Corporate,Central,-64.9376,86.3892,173.5362,2,Office Supplies,0,1,1,Other
AM-10705,22,1085.7326,5664.022,0.06363636363636363,Consumer,South,738.8388,115.97,230.9238,3,Office Supplies,1,1,1,All Three
AO-10810,1,12.096,161.28,0.2,Corporate,West,12.096,0.0,0.0,1,Furniture,1,0,0,Furniture Only
AP-10720,19,285.7888,1638.554,0.1631578947368421,Home Office,East,-1.8805999999999976,61.631,226.03839999999997,2,Office Supplies,0,1,1,Other
AP-10915,31,579.3113,3323.556,0.09354838709677421,Consumer,South,-5.739400000000001,242.9293,342.1214,2,Office Supplies,0,1,1,Other
AR-10345,5,-221.0544,1055.694,0.26,Corporate,East,-194.61659999999998,-30.1578,3.72,1,Technology,0,0,1,Other
AR-10405,7,-98.7646,2236.128,0.09999999999999999,Corporate,East,-280.3344,115.78,65.7898,2,Furniture,0,1,1,Other
AR-10510,7,43.6695,264.86400000000003,0.21428571428571427,Consumer,East,0.0,8.775899999999998,34.8936,2,Office Supplies,0,1,1,Other
AR-10540,9,2884.6208,6608.448,0.06666666666666668,Consumer,East,92.7656,215.9892,2575.866,3,Office Supplies,1,1,1,All Three
AR-10570,2,32.633,88.15,0.0,Consumer,South,15.525,0.0,17.108,2,Furniture,1,0,1,Furniture + Office Supplies
AR-10825,13,494.83519999999993,4523.336,0.07692307692307693,Corporate,West,372.5168,176.24259999999998,-53.9242,2,Office Supplies,1,1,0,Furniture + Technology
AS-10045,10,-253.57459999999998,3050.692,0.355,Corporate,South,77.8707,-291.82469999999995,-39.6206,1,Office Supplies,1,0,0,Furniture Only
AS-10090,25,64.53739999999998,3255.31,0.18,Consumer,South,291.96299999999997,34.1886,-261.61420000000004,2,Office Supplies,1,1,0,Furniture + Technology
AS-10135,3,21.8496,58.82,0.06666666666666667,Home Office,East,1.5048,0.0,20.3448,2,Furniture,1,0,1,Furniture + Office Supplies
AS-10225,13,719.7751000000001,4260.784,0.06153846153846154,Corporate,East,161.40480000000002,356.47700000000003,201.8933,3,Office Supplies,1,1,1,All Three
AS-10240,13,33.715799999999994,584.6080000000001,0.2692307692307692,Consumer,South,7.604799999999999,0.0,26.110999999999997,2,Office Supplies,1,0,1,Furniture + Office Supplies
AS-10285,8,354.62760000000003,3214.236,0.225,Corporate,West,276.7842,7.270399999999999,70.573,3,Office Supplies,1,1,1,All Three
AS-10630,12,136.49190000000002,833.398,0.18333333333333335,Home Office,Central,-6.5824,44.868,98.2063,2,Office Supplies,0,1,1,Other
AT-10435,9,100.87680000000002,1171.814,0.19999999999999998,Home Office,West,25.4896,3.352,72.03520000000002,3,Office Supplies,1,1,1,All Three
AT-10735,16,974.107,3831.864,0.08750000000000001,Consumer,West,27.3592,25.193,921.5548,3,Office Supplies,1,1,1,All Three
AW-10840,8,65.77250000000001,649.376,0.2,Consumer,Central,23.316,12.3305,30.126,3,Office Supplies,1,1,1,All Three
AW-10930,16,-104.5486,2852.968,0.30625,Home Office,Central,-102.0176,123.88060000000002,-126.4116,1,Office Supplies,0,1,0,Other
AY-10555,10,103.3499,497.014,0.1,Corporate,West,51.3805,6.6976,45.271800000000006,3,Furniture,1,1,1,All Three
AZ-10750,12,154.9503,1622.0179999999998,0.125,Consumer,East,72.178,-24.2257,106.998,2,Office Supplies,1,0,1,Furniture + Office Supplies
BB-10990,8,11.583900000000007,744.3399999999999,0.2,Corporate,West,0.0,38.7792,-27.195299999999996,1,Office Supplies,0,1,0,Other
BB-11545,20,1015.0749999999999,6765.728,0.195,Corporate,Central,770.1477,55.6012,189.32610000000003,3,Technology,1,1,1,All Three
BC-11125,18,251.5974,2933.676,0.1111111111111111,Home Office,West,115.157,140.6788,-4.238400000000004,2,Technology,1,1,0,Furniture + Technology
BD-11320,19,1094.5037,5718.521,0.07894736842105263,Consumer,West,805.984,134.7423,153.7774,3,Furniture,1,1,1,All Three
BD-11500,10,1142.1225,4411.2429999999995,0.135,Consumer,Central,-5.145,970.6978,176.5697,2,Furniture,0,1,1,Other
BD-11560,4,116.714,320.54,0.0,Home Office,West,0.0,36.4704,80.2436,2,Office Supplies,0,1,1,Other
BD-11605,20,634.8463,3288.471,0.0725,Consumer,East,78.185,12.6615,543.9997999999999,3,Furniture,1,1,1,All Three
BD-11620,8,206.75689999999997,1538.11,0.17500000000000002,Consumer,West,66.9536,-2.6561999999999983,142.4595,2,Furniture,1,0,1,Furniture + Office Supplies
BD-11635,5,141.53400000000002,582.646,0.1,Consumer,South,12.8058,27.69,101.0382,3,Office Supplies,1,1,1,All Three
BD-11725,10,333.9791,1526.5,0.02,Consumer,South,57.4784,0.0,276.5007,2,Office Supplies,1,0,1,Furniture + Office Supplies
BD-11770,10,141.265,658.466,0.12000000000000002,Consumer,Central,30.098,22.491,88.676,3,Office Supplies,1,1,1,All Three
BE-11335,9,1487.7739000000001,4204.676,0.022222222222222223,Home Office,Central,90.722,1220.8164000000002,176.2355,3,Office Supplies,1,1,1,All Three
BE-11410,5,755.9150999999999,2261.438,0.16,Consumer,East,0.0,544.4175,211.4976,2,Office Supplies,0,1,1,Other
BE-11455,13,139.20080000000002,1727.652,0.14615384615384613,Home Office,Central,27.1635,63.380700000000004,48.6566,3,Office Supplies,1,1,1,All Three
BF-10975,13,227.4384,599.798,0.14615384615384613,Corporate,South,12.8744,0.0,214.56400000000002,2,Office Supplies,1,0,1,Furniture + Office Supplies
BF-11005,10,-291.38109999999995,1333.88,0.18,Home Office,West,-388.28,71.0379,25.861,2,Office Supplies,0,1,1,Other
BF-11020,21,302.02,2888.506,0.2571428571428572,Corporate,Central,-96.6498,409.5852,-10.915399999999996,1,Technology,0,1,0,Other
BF-11080,6,110.9272,272.95,0.0,Consumer,East,0.0,0.0,110.9272,1,Office Supplies,0,0,1,Other
BF-11170,27,1538.2127,5907.972,0.12222222222222222,Home Office,West,-48.2341,649.6987,936.7481,2,Office Supplies,0,1,1,Other
BF-11215,8,523.2133,1585.162,0.05,Home Office,West,194.7126,137.38709999999998,191.1136,3,Office Supplies,1,1,1,All Three
BF-11275,4,25.870199999999997,791.9899999999999,0.15000000000000002,Corporate,West,-35.3646,27.1032,34.1316,2,Technology,0,1,1,Other
BG-11035,12,-711.4274,2798.948,0.19166666666666665,Consumer,South,40.473,224.4846,-976.385,2,Office Supplies,1,1,0,Furniture + Technology
BG-11695,8,107.5715,1874.172,0.1375,Corporate,East,-8.4124,69.999,45.984899999999996,2,Office Supplies,0,1,1,Other
BG-11740,7,119.34790000000001,1006.356,0.14285714285714285,Consumer,East,57.74850000000001,42.495,19.1044,3,Furniture,1,1,1,All Three
BH-11710,24,802.7898,6255.351,0.18333333333333335,Consumer,West,34.5192,316.1772,452.0934,3,Office Supplies,1,1,1,All Three
BK-11260,16,-63.764399999999995,659.1379999999999,0.20625000000000002,Consumer,East,-122.994,8.2908,50.9388,2,Technology,0,1,1,Other
BM-11140,16,-1659.9580999999998,11789.63,0.16875,Consumer,Central,-7.075500000000002,-1316.6075,-336.2751,0,Office Supplies,0,0,0,Other
BM-11575,10,95.58160000000001,808.162,0.18,Corporate,East,28.2595,71.17739999999999,-3.8552999999999997,2,Technology,1,1,0,Furniture + Technology
BM-11650,29,2199.2781,7294.185,0.08448275862068966,Corporate,East,49.0654,733.4946,1416.7181,3,Office Supplies,1,1,1,All Three
BM-11785,14,137.7439,1338.842,0.25,Consumer,East,-1.6428000000000011,152.50560000000002,-13.118900000000002,1,Technology,0,1,0,Other
BN-11470,6,36.6131,265.296,0.16666666666666666,Corporate,South,0.0,7.244,29.3691,2,Office Supplies,0,1,1,Other
BN-11515,17,340.7054,1459.344,0.023529411764705882,Consumer,West,79.9072,0.0,260.7982,2,Office Supplies,1,0,1,Furniture + Office Supplies
BO-11350,12,278.77700000000004,2682.728,0.2333333333333333,Corporate,West,260.9196,38.9974,-21.14,2,Office Supplies,1,1,0,Furniture + Technology
BO-11425,2,59.4522,130.83,0.0,Consumer,South,0.0,0.0,59.4522,1,Office Supplies,0,0,1,Other
BP-11050,7,209.78300000000002,983.42,0.14285714285714285,Corporate,East,0.0,118.3704,91.4126,2,Office Supplies,0,1,1,Other
BP-11095,20,433.9751,2442.044,0.165,Corporate,Central,7.1994,319.12469999999996,107.651,3,Office Supplies,1,1,1,All Three
BP-11155,11,647.3847000000001,1697.8609999999999,0.0818181818181818,Consumer,South,28.646,431.98199999999997,186.7567,3,Office Supplies,1,1,1,All Three
BP-11185,18,363.5991,3675.861,0.19444444444444445,Corporate,West,64.8357,297.384,1.379399999999996,3,Office Supplies,1,1,1,All Three
BP-11230,6,-197.2695,1181.49,0.06666666666666667,Consumer,West,52.4278,-255.7425,6.0451999999999995,2,Furniture,1,0,1,Furniture + Office Supplies
BP-11290,16,-319.0637,2475.157,0.3,Consumer,Central,-145.7353,0.0,-173.3284,0,Office Supplies,0,0,0,Other
BS-11365,9,2616.0643999999998,10501.653,0.011111111111111112,Corporate,East,208.2579,2366.5338,41.2727,3,Office Supplies,1,1,1,All Three
BS-11380,13,-17.532200000000024,3887.834,0.27692307692307694,Corporate,Central,-295.52700000000004,63.87060000000001,214.1242,2,Technology,0,1,1,Other
BS-11590,10,381.7807,2454.928,0.3,Corporate,West,115.18480000000001,164.382,102.21390000000001,3,Furniture,1,1,1,All Three
BS-11665,11,238.73680000000002,3288.1099999999997,0.18181818181818182,Consumer,East,12.303800000000006,53.075700000000005,173.3573,3,Technology,1,1,1,All Three
BS-11755,14,-113.29840000000003,2562.382,0.13214285714285715,Consumer,West,-81.3673,-168.9558,137.0247,1,Furniture,0,0,1,Other
BS-11800,8,194.0516,949.4300000000001,0.0,Home Office,East,0.0,0.0,194.0516,1,Office Supplies,0,0,1,Other
BT-11305,9,417.5918,2567.656,0.044444444444444446,Home Office,West,300.0279,26.3967,91.1672,3,Technology,1,1,1,All Three
BT-11395,10,257.9163,2186.6130000000003,0.15,Corporate,Central,122.598,94.2074,41.1109,3,Technology,1,1,1,All Three
BT-11440,7,-77.5256,603.876,0.15714285714285717,Consumer,West,-115.2218,0.0,37.6962,1,Office Supplies,0,0,1,Other
BT-11485,3,126.8694,415.19599999999997,0.06666666666666667,Home Office,East,9.48,0.0,117.3894,2,Office Supplies,1,0,1,Furniture + Office Supplies
BT-11530,10,409.4983,2684.4919999999997,0.1,Home Office,West,89.2224,110.3367,209.9392,3,Technology,1,1,1,All Three
BT-11680,20,447.74839999999995,3196.752,0.07,Consumer,East,55.4482,9.466499999999996,382.8337,3,Office Supplies,1,1,1,All Three
BV-11245,14,315.2214,1523.2730000000001,0.09285714285714285,Corporate,Central,99.757,53.749,161.71540000000002,3,Office Supplies,1,1,1,All Three
BW-11065,3,-58.28659999999999,385.516,0.13333333333333333,Consumer,South,12.1149,0.0,-70.4015,1,Office Supplies,1,0,0,Furniture Only
BW-11110,17,921.2574,4750.358,0.1411764705882353,Corporate,Central,14.919799999999995,719.3329,187.0047,3,Technology,1,1,1,All Three
BW-11200,10,246.9973,1738.406,0.15,Consumer,South,188.04479999999998,50.396,8.5565,3,Furniture,1,1,1,All Three
CA-11965,10,1143.3817,3789.7228,0.11200000000000002,Corporate,South,52.959599999999995,1064.979,25.443099999999998,3,Office Supplies,1,1,1,All Three
CA-12055,10,211.2559,1679.7240000000002,0.3,Home Office,Central,12.8256,41.93050000000001,156.4998,3,Office Supplies,1,1,1,All Three
CA-12265,17,279.6183,2648.2872,0.18941176470588236,Consumer,Central,141.5274,133.8045,4.2863999999999995,3,Office Supplies,1,1,1,All Three
CA-12310,11,246.02179999999998,1421.954,0.11818181818181818,Corporate,East,-4.032,95.6928,154.361,2,Technology,0,1,1,Other
CA-12775,17,204.48950000000002,3041.566,0.18823529411764706,Consumer,South,-50.71529999999997,127.788,127.41680000000001,2,Office Supplies,0,1,1,Other
CB-12025,26,150.2089,6076.139,0.16346153846153846,Consumer,East,-75.7759,39.1036,186.88119999999998,2,Technology,0,1,1,Other
CB-12415,12,272.3883,1949.2,0.3333333333333333,Consumer,East,21.5964,191.9968,58.7951,3,Furniture,1,1,1,All Three
CB-12535,19,1049.5601,4246.4555,0.05,Corporate,South,159.05509999999998,168.97879999999998,721.5262,3,Office Supplies,1,1,1,All Three
CC-12100,13,208.5912,1770.945,0.21538461538461537,Home Office,Central,32.7894,144.1443,31.6575,3,Furniture,1,1,1,All Three
CC-12145,11,392.2825,2471.65,0.08181818181818182,Consumer,West,95.3004,215.9973,80.9848,3,Technology,1,1,1,All Three
CC-12220,22,393.9618,3913.418,0.11818181818181818,Consumer,Central,-99.4608,187.27790000000002,306.1447,2,Technology,0,1,1,Other
CC-12370,11,2177.0493,12129.072000000002,0.2818181818181818,Consumer,South,95.91159999999999,2040.5068999999999,40.6308,3,Furniture,1,1,1,All Three
CC-12430,19,424.6583,2870.05,0.05789473684210527,Home Office,Central,52.90360000000001,185.7148,186.0399,3,Technology,1,1,1,All Three
CC-12475,13,154.851,1659.438,0.16153846153846155,Consumer,East,-65.853,100.4316,120.27239999999999,2,Office Supplies,0,1,1,Other
CC-12550,4,33.870599999999996,113.832,0.15000000000000002,Consumer,West,0.0,4.7976,29.073,2,Office Supplies,0,1,1,Other
CC-12610,12,331.434,2540.631,0.27499999999999997,Corporate,East,135.99259999999998,165.18699999999998,30.254399999999997,3,Furniture,1,1,1,All Three
CC-12670,14,187.8399,2269.7015,0.16785714285714287,Consumer,East,82.07209999999999,77.0553,28.7125,3,Technology,1,1,1,All Three
CC-12685,12,850.1591,2854.1150000000002,0.25,Consumer,South,0.0,491.9859,358.1732,2,Office Supplies,0,1,1,Other
CD-11920,9,426.661,2033.968,0.044444444444444446,Consumer,West,16.4398,327.5922,82.62899999999999,3,Furniture,1,1,1,All Three
CD-11980,6,-206.7172,639.766,0.43333333333333335,Consumer,Central,-41.262,4.5201,-169.9753,1,Office Supplies,0,1,0,Other
CD-12280,13,233.0274,1205.584,0.08461538461538462,Consumer,West,-3.866799999999998,58.3324,178.5618,2,Office Supplies,0,1,1,Other
CD-12790,15,403.8422,1860.732,0.02666666666666667,Home Office,West,0.0,16.3675,387.4747,2,Office Supplies,0,1,1,Other
CG-12040,9,86.5106,904.4680000000001,0.18888888888888888,Home Office,East,0.0,17.9982,68.5124,2,Technology,0,1,1,Other
CG-12520,5,169.93439999999998,1148.7800000000002,0.2,Consumer,South,166.248,0.0,3.6864,2,Office Supplies,1,0,1,Furniture + Office Supplies
CH-12070,4,195.15109999999999,1537.236,0.15000000000000002,Home Office,South,0.0,201.8723,-6.721200000000001,1,Technology,0,1,0,Other
CJ-11875,1,1.652,16.52,0.2,Corporate,East,0.0,0.0,1.652,1,Office Supplies,0,0,1,Other
CJ-12010,20,858.7414,11164.974,0.1885,Consumer,West,-494.91059999999993,1188.9786,164.6734,2,Office Supplies,0,1,1,Other
CK-12205,32,141.2831,3154.855,0.234375,Consumer,East,24.79,-82.5065,198.9996,2,Furniture,1,0,1,Furniture + Office Supplies
CK-12325,12,261.22090000000003,2945.321,0.18333333333333335,Home Office,West,228.0076,-11.5188,44.7321,2,Furniture,1,0,1,Furniture + Office Supplies
CK-12595,25,497.70980000000003,2372.75,0.184,Consumer,East,-21.9786,333.8063,185.8821,2,Office Supplies,0,1,1,Other
CK-12760,14,-338.4311,1582.109,0.15,Corporate,East,-459.9522,49.6048,71.91629999999999,2,Furniture,0,1,1,Other
CL-11890,7,328.0847,1262.0140000000001,0.05714285714285715,Consumer,East,207.9168,11.5971,108.5708,3,Furniture,1,1,1,All Three
CL-12565,28,1933.7830999999999,10880.546,0.1142857142857143,Consumer,Central,655.87,511.093,766.8201,3,Office Supplies,1,1,1,All Three
CL-12700,8,229.00990000000002,2353.586,0.1875,Home Office,Central,156.652,160.70850000000002,-88.3506,2,Technology,1,1,0,Furniture + Technology
CM-11815,10,214.463,1673.888,0.12000000000000002,Corporate,Central,38.8704,106.875,68.7176,3,Office Supplies,1,1,1,All Three
CM-11935,4,-43.732400000000005,565.392,0.2,Consumer,South,-63.3888,13.17,6.4864,2,Office Supplies,0,1,1,Other
CM-12115,7,409.0679,1661.6100000000001,0.028571428571428574,Consumer,East,13.977,350.95730000000003,44.1336,3,Furniture,1,1,1,All Three
CM-12160,7,-394.3686,2533.314,0.24285714285714285,Consumer,Central,-325.572,-59.531800000000004,-9.264800000000001,0,Technology,0,0,0,Other
CM-12190,7,91.2033,1475.144,0.07142857142857142,Consumer,East,60.5288,5.997,24.6775,3,Office Supplies,1,1,1,All Three
CM-12235,8,365.0387,2305.712,0.07500000000000001,Consumer,Central,11.3148,52.4979,301.226,3,Office Supplies,1,1,1,All Three
CM-12385,10,3899.8903999999998,8954.019999999999,0.12,Consumer,South,-4.04,16.6788,3887.2515999999996,2,Office Supplies,0,1,1,Other
CM-12445,9,64.4296,287.99,0.07777777777777778,Consumer,West,-14.5764,0.0,79.006,1,Office Supplies,0,0,1,Other
CM-12655,10,1572.4585,6339.5576,0.072,Home Office,West,37.6768,1503.9017,30.88,3,Technology,1,1,1,All Three
CM-12715,13,176.3108,3984.4524,0.30923076923076925,Corporate,Central,44.660399999999996,138.1403,-6.489899999999999,2,Technology,1,1,0,Furniture + Technology
CP-12085,14,427.0258,5402.254,0.14285714285714285,Corporate,East,164.8516,74.3704,187.8038,3,Office Supplies,1,1,1,All Three
CP-12340,15,-1850.3029000000001,5888.275,0.21333333333333335,Corporate,East,-1125.8011,183.1719,-907.6737000000002,1,Technology,0,1,0,Other
CR-12580,6,74.40129999999999,2148.852,0.13333333333333333,Home Office,Central,20.9148,87.89,-34.4035,2,Office Supplies,1,1,0,Furniture + Technology
CR-12625,4,144.7594,475.9,0.0,Home Office,East,30.445,0.0,114.31439999999999,2,Office Supplies,1,0,1,Furniture + Office Supplies
CR-12730,6,306.9176,1600.55,0.26666666666666666,Consumer,East,-6.0196,0.0,312.9372,1,Office Supplies,0,0,1,Other
CR-12820,7,83.27029999999999,1397.8724,0.13142857142857142,Home Office,East,-17.0274,27.5184,72.7793,2,Office Supplies,0,1,1,Other
CS-11845,8,185.3776,1278.954,0.275,Corporate,West,108.3528,7.7679,69.25689999999999,3,Office Supplies,1,1,1,All Three
CS-11860,7,105.8275,537.632,0.2285714285714286,Consumer,South,0.0,89.997,15.8305,2,Office Supplies,0,1,1,Other
CS-11950,22,-126.4223,3036.547,0.2636363636363636,Consumer,Central,108.2005,-115.13650000000001,-119.4863,1,Office Supplies,1,0,0,Furniture Only
CS-12130,7,143.8339,884.64,0.1142857142857143,Consumer,West,21.259,8.1432,114.4317,3,Office Supplies,1,1,1,All Three
CS-12175,8,113.1405,844.4580000000001,0.1625,Corporate,South,3.1404999999999994,0.0,110.00000000000001,2,Furniture,1,0,1,Furniture + Office Supplies
CS-12250,28,738.3626,2754.216,0.05714285714285715,Corporate,South,51.31999999999999,400.60110000000003,286.4415,3,Office Supplies,1,1,1,All Three
CS-12355,22,831.9432,3202.1620000000003,0.08181818181818182,Consumer,South,69.637,487.6023,274.70390000000003,3,Office Supplies,1,1,1,All Three
CS-12400,14,-342.80330000000004,3651.8585000000003,0.21428571428571427,Home Office,Central,-339.0099,-131.7227,127.9293,1,Office Supplies,0,0,1,Other
CS-12460,6,156.2593,550.644,0.06666666666666667,Consumer,South,5.5177,114.73920000000001,36.0024,3,Office Supplies,1,1,1,All Three
CS-12490,9,-302.8761,1077.2285,0.25,Corporate,Central,-255.5875,-59.6972,12.4086,1,Technology,0,0,1,Other
CS-12505,9,-6626.389499999999,5690.054999999999,0.19999999999999998,Consumer,South,0.0,-6397.9028,-228.48669999999998,0,Office Supplies,0,0,0,Other
CT-11995,18,161.22629999999995,3241.898,0.16111111111111112,Consumer,Central,224.67589999999998,-93.903,30.453399999999988,2,Technology,1,0,1,Furniture + Office Supplies
CV-12295,13,493.0861,2830.6279999999997,0.07692307692307693,Consumer,West,131.5614,129.8302,231.6945,3,Office Supplies,1,1,1,All Three
CV-12805,19,98.99749999999999,2370.3136,0.2431578947368421,Corporate,East,-8.9552,57.5964,50.35629999999999,2,Furniture,0,1,1,Other
CW-11905,11,370.8298,1136.592,0.09090909090909091,Home Office,Central,0.0,10.996799999999999,359.83299999999997,2,Office Supplies,0,1,1,Other
CY-12745,11,60.64670000000001,2900.026,0.2,Corporate,West,46.632,294.12330000000003,-280.1086,2,Technology,1,1,0,Furniture + Technology
Co-12640,8,205.62820000000002,1300.076,0.175,Consumer,East,-19.7712,41.88,183.51940000000002,2,Office Supplies,0,1,1,Other
DA-13450,8,56.7904,156.76,0.125,Home Office,Central,15.8256,0.4728,40.492,3,Office Supplies,1,1,1,All Three
DB-12910,12,431.3748,2171.599,0.15416666666666667,Home Office,South,135.36180000000002,188.1404,107.8726,3,Office Supplies,1,1,1,All Three
DB-12970,14,213.00289999999998,2839.2272,0.16571428571428573,Corporate,West,81.55409999999998,20.8719,110.5769,3,Office Supplies,1,1,1,All Three
DB-13060,13,473.0272,4531.646,0.1846153846153846,Consumer,West,-252.63339999999997,391.9248,333.7358,2,Technology,0,1,1,Other
DB-13120,14,-1421.7692,2973.094,0.14285714285714285,Corporate,West,-450.3978,50.003,-1021.3744,1,Office Supplies,0,1,0,Other
DB-13210,21,169.9679,2332.577,0.18571428571428572,Consumer,Central,-57.3005,110.9093,116.3591,2,Office Supplies,0,1,1,Other
DB-13270,13,841.8263999999999,4655.897,0.2076923076923077,Home Office,West,-35.8179,256.81419999999997,620.8301,2,Office Supplies,0,1,1,Other
DB-13360,6,291.0085,1081.466,0.08333333333333333,Home Office,East,62.7822,41.9958,186.2305,3,Office Supplies,1,1,1,All Three
DB-13405,14,438.9092,1711.692,0.028571428571428574,Consumer,Central,31.587,73.8812,333.44100000000003,3,Technology,1,1,1,All Three
